City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Weather Description
79,Victoria,HK,22.2855,114.1577,77.38,90,9,4.0,Clear,clear sky
80,Laguna,US,38.421,-121.4238,65.28,53,0,4.61,Clear,clear sky
81,La Romana,DO,18.4273,-68.9728,80.96,78,40,6.91,Clouds,scattered clouds
82,Lander,US,42.833,-108.7307,59.4,35,0,5.75,Clear,clear sky
83,Provideniya,RU,64.3833,-173.3,30.76,69,24,2.57,Clouds,few clouds
84,Torbay,CA,47.6666,-52.7314,48.97,62,100,12.66,Clouds,overcast clouds
85,Pak Phanang,TH,8.3511,100.202,81.75,80,100,6.17,Clouds,overcast clouds
86,Bakel,SN,14.905,-12.4568,95.31,11,100,4.52,Clouds,overcast clouds
87,Sinaloa,MX,25.0,-107.5,90.1,37,8,7.0,Clear,clear sky
88,Kailua,US,21.4022,-157.7394,78.78,73,100,8.05,Clouds,overcast clouds
89,Arraial Do Cabo,BR,-22.9661,-42.0278,80.56,78,0,9.22,Clear,clear sky
90,Souillac,MU,-20.5167,57.5167,77.38,73,75,14.97,Clouds,broken clouds
91,Jiupu,CN,41.0667,122.95,50.0,29,3,10.02,Clear,clear sky
92,San Patricio,US,28.017,-97.5169,86.16,55,5,21.88,Clear,clear sky
93,Bambous Virieux,MU,-20.3428,57.7575,77.25,73,75,14.97,Clouds,broken clouds
94,Betare Oya,CM,5.6,14.0833,73.36,76,95,3.76,Clouds,overcast clouds
95,Avarua,CK,-21.2078,-159.775,77.05,73,75,11.5,Clouds,broken clouds
96,Butaritari,KI,3.0707,172.7902,81.93,75,25,20.31,Clouds,scattered clouds
97,Ishigaki,JP,24.3448,124.1572,78.93,100,100,6.91,Rain,light rain
98,Alugan,PH,12.2188,125.4808,79.5,83,55,10.0,Clouds,broken clouds
99,Port Elizabeth,ZA,-33.918,25.5701,61.32,85,0,16.11,Clear,clear sky
100,Jiuquan,CN,39.7432,98.5174,55.26,13,100,9.35,Clouds,overcast clouds
101,Hermanus,ZA,-34.4187,19.2345,58.8,61,85,11.16,Clouds,overcast clouds
102,Borgarnes,IS,64.5383,-21.9206,51.8,70,66,3.78,Clouds,broken clouds
103,Baki,ID,-7.6128,110.7839,74.14,92,38,2.59,Clouds,scattered clouds
104,Port Blair,IN,11.6667,92.75,80.64,89,20,2.3,Mist,mist
105,Chokurdakh,RU,70.6333,147.9167,3.0,98,100,5.97,Clouds,overcast clouds
106,Pevek,RU,69.7008,170.3133,4.69,97,81,6.06,Clouds,broken clouds
107,Nizwa,OM,22.9333,57.5333,82.81,24,90,2.8,Clouds,overcast clouds
108,Elizabeth City,US,36.2946,-76.2511,78.82,56,20,12.66,Clouds,few clouds
109,Geraldton,AU,-28.7667,114.6,68.41,40,0,21.85,Clear,clear sky
110,Esperance,AU,-33.8667,121.9,55.24,85,4,7.74,Clear,clear sky
111,Kaitangata,NZ,-46.2817,169.8464,47.17,80,91,9.24,Clouds,overcast clouds
112,Bethel,US,41.3712,-73.414,67.3,38,0,10.36,Clear,clear sky
113,Sitka,US,57.0531,-135.33,51.69,30,75,10.36,Clouds,broken clouds
114,Rio Gallegos,AR,-51.6226,-69.2181,55.45,30,0,14.97,Clear,clear sky
115,Oum Hadjer,TD,13.2954,19.6966,95.59,20,57,6.89,Clouds,broken clouds
116,Verkhoyansk,RU,67.5447,133.385,9.97,98,99,2.75,Clouds,overcast clouds
117,Nanortalik,GL,60.1432,-45.2371,35.96,98,100,1.97,Rain,light rain
118,Leh,IN,34.1667,77.5833,38.57,61,69,4.52,Clouds,broken clouds
119,Amiens,FR,49.9,2.3,54.59,64,99,13.06,Clouds,overcast clouds
120,Monrovia,LR,6.3005,-10.7969,85.77,82,97,9.71,Clouds,overcast clouds
121,Cidreira,BR,-30.1811,-50.2056,72.03,75,100,10.56,Clouds,overcast clouds
122,Banyo,CM,6.75,11.8167,73.45,69,100,0.87,Clouds,overcast clouds
123,Verkhnevilyuysk,RU,63.4453,120.3167,13.69,98,98,2.28,Clouds,overcast clouds
124,Pribyslav,CZ,49.5768,15.7386,49.26,51,100,10.67,Rain,light rain
125,Eureka,US,40.8021,-124.1637,60.21,72,60,4.0,Clouds,broken clouds
126,Nelson Bay,AU,-32.7167,152.15,68.0,62,96,10.51,Rain,light rain
127,Brownsville,US,25.9018,-97.4975,89.6,61,75,24.16,Clouds,broken clouds
128,Gat,IL,31.61,34.7642,74.39,100,99,6.29,Clouds,overcast clouds
129,Guangyuan,CN,32.442,105.823,60.35,83,31,3.94,Clouds,scattered clouds
130,Vestmannaeyjar,IS,63.4427,-20.2734,46.76,85,100,16.91,Clouds,overcast clouds
131,Port Hardy,CA,50.6996,-127.4199,50.18,76,75,11.5,Clouds,broken clouds
132,Tucurui,BR,-3.7661,-49.6725,78.57,93,100,2.59,Clouds,overcast clouds
133,Alofi,NU,-19.0595,-169.9187,76.89,100,5,1.14,Clear,clear sky
134,Tarko-Sale,RU,64.9225,77.785,2.66,97,99,11.54,Clouds,overcast clouds
135,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,83.91,62,100,5.41,Clouds,overcast clouds
136,Katangli,RU,51.7102,143.2326,30.07,98,100,12.86,Snow,snow
137,Nishihara,JP,26.1842,127.7558,75.25,94,40,10.36,Clouds,scattered clouds
138,Ribeira Grande,PT,38.5167,-28.7,59.4,63,75,10.36,Clouds,broken clouds
139,Dubai,AE,25.2582,55.3047,85.93,32,0,3.44,Clear,clear sky
140,Fairbanks,US,64.8378,-147.7164,45.23,41,75,8.05,Clouds,broken clouds
141,Iquique,CL,-20.2208,-70.1431,68.04,77,16,10.25,Clouds,few clouds
142,Hithadhoo,MV,-0.6,73.0833,84.79,71,100,11.61,Clouds,overcast clouds
143,Lata,PT,40.1629,-8.3327,50.81,95,100,4.72,Clouds,overcast clouds
144,Constitucion,CL,-35.3333,-72.4167,57.36,93,99,2.66,Clouds,overcast clouds
145,Gladstone,AU,-23.85,151.25,69.73,73,79,8.05,Clouds,broken clouds
146,Wodonga,AU,-36.1167,146.8833,52.97,100,100,0.0,Clouds,overcast clouds
147,Idil,TR,37.3411,41.8895,60.91,40,0,7.11,Clear,clear sky
148,Namatanai,PG,-3.6667,152.4333,79.25,83,97,6.02,Clouds,overcast clouds
149,Acapulco,MX,16.8634,-99.8901,85.82,66,0,9.22,Clear,clear sky
150,Hobart,AU,-42.8794,147.3294,46.26,87,3,8.05,Clear,clear sky
151,Ler,SS,8.3018,30.1418,81.32,59,62,4.16,Rain,light rain
152,Rajpipla,IN,21.8667,73.5,89.31,18,2,1.7,Clear,clear sky
153,Severo-Kurilsk,RU,50.6789,156.125,39.18,95,100,6.4,Clouds,overcast clouds
154,Vardo,NO,70.3705,31.1107,35.58,93,75,11.5,Clouds,broken clouds
155,Bud,US,39.447,-86.1758,76.89,52,81,11.18,Clouds,broken clouds
156,Saint-Pierre,RE,-21.3393,55.4781,76.68,82,100,23.02,Clouds,overcast clouds
157,Saint Anthony,US,45.0205,-93.218,51.04,86,100,24.16,Clouds,overcast clouds
158,Quatre Cocos,MU,-20.2078,57.7625,77.11,70,97,19.06,Clouds,overcast clouds
159,Fortuna,US,40.5982,-124.1573,59.94,70,100,8.05,Clouds,overcast clouds
160,Komsomolskiy,UZ,40.4272,71.7189,63.32,45,16,6.91,Clouds,few clouds
161,Port Alfred,ZA,-33.5906,26.891,61.18,92,100,1.99,Clouds,overcast clouds
162,Kamenka,RU,51.3223,42.7678,45.3,92,96,4.68,Clouds,overcast clouds
163,Jamestown,US,42.097,-79.2353,60.53,27,0,8.05,Clear,clear sky
164,Bandarbeyla,SO,9.4942,50.8122,82.49,79,25,11.48,Clouds,scattered clouds
165,Slave Lake,CA,55.2834,-114.769,39.18,75,20,6.91,Clouds,few clouds
166,Airai,TL,-8.9266,125.4092,58.6,78,62,2.89,Clouds,broken clouds
167,Faya,SA,18.3851,42.4509,66.31,36,95,2.15,Rain,light rain
168,Margherita,IN,27.2833,95.6833,68.61,96,76,0.51,Clouds,broken clouds
169,Mathbaria,BD,22.2876,89.9593,79.93,86,9,8.75,Clear,clear sky
170,Bluff,NZ,-46.6,168.3333,48.79,79,96,25.08,Clouds,overcast clouds
171,Shubarkuduk,KZ,49.1447,56.4872,52.02,82,87,16.89,Clouds,overcast clouds
172,Gorontalo,ID,0.5412,123.0595,75.42,94,93,2.59,Clouds,overcast clouds
173,Nome,US,64.5011,-165.4064,39.16,56,0,14.97,Clear,clear sky
174,Belgrade,RS,44.804,20.4651,59.43,85,40,5.75,Rain,moderate rain
175,Guamuchil,MX,25.4667,-108.1,88.75,22,99,12.12,Clouds,overcast clouds
176,Ewa Beach,US,21.3156,-158.0072,78.75,67,40,11.5,Clouds,scattered clouds
177,Anadyr,RU,64.75,177.4833,27.1,92,0,2.24,Clear,clear sky
178,Yellowknife,CA,62.456,-114.3525,41.52,24,75,2.3,Clouds,broken clouds
179,Tabas,IR,33.5959,56.9244,82.62,20,100,4.61,Clouds,overcast clouds
180,Lichuan,CN,30.3,108.85,56.3,92,76,2.59,Clouds,broken clouds
181,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.8,74,40,5.75,Clouds,scattered clouds
182,Samdari,IN,25.8167,72.5833,86.04,17,2,9.57,Clear,clear sky
183,Auki,SB,-8.7676,160.7034,77.56,88,78,4.09,Clouds,broken clouds
184,Kyaikto,MM,17.3,97.0167,82.35,74,6,2.82,Clear,clear sky
185,Sao Filipe,CV,14.8961,-24.4956,74.41,74,0,5.93,Clear,clear sky
186,Klaksvik,FO,62.2266,-6.589,45.52,83,73,18.59,Clouds,broken clouds
187,Talaya,RU,61.3833,152.75,1.96,99,93,2.01,Clouds,overcast clouds
188,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,68,86,10.09,Clouds,overcast clouds
189,Westport,US,41.1415,-73.3579,70.09,30,0,17.27,Clear,clear sky
190,Alice Springs,AU,-23.7,133.8833,53.15,58,97,6.91,Clouds,overcast clouds
191,Voznesenye,RU,61.0106,35.4781,34.3,97,87,1.41,Clouds,overcast clouds
192,Bangolo,CI,7.0069,-7.475,73.63,88,65,2.84,Rain,light rain
193,Fengrun,CN,39.8333,118.1167,50.54,47,0,3.78,Clear,clear sky
194,Tezu,IN,27.9167,96.1667,69.08,97,100,4.54,Clouds,overcast clouds
195,Bridlington,GB,54.0831,-0.1919,49.89,86,0,18.32,Clear,clear sky
196,Corinto,GR,37.9407,22.9573,62.42,76,94,1.01,Clouds,overcast clouds
197,Huilong,CN,31.8111,121.655,64.02,96,100,5.77,Rain,moderate rain
198,Castro,BR,-24.7911,-50.0119,66.43,84,7,8.57,Clear,clear sky
199,Goderich,CA,43.7501,-81.7165,43.92,81,100,8.32,Clouds,overcast clouds
200,Salinopolis,BR,-0.6136,-47.3561,80.26,82,53,5.68,Rain,moderate rain
201,Bilma,NE,18.6853,12.9164,92.05,11,2,7.45,Clear,clear sky
202,Daru,PG,-9.0763,143.2092,77.45,89,100,7.99,Clouds,overcast clouds
203,Camacha,PT,33.0833,-16.3333,58.42,72,40,25.32,Clouds,scattered clouds
204,Balabac,PH,7.9868,117.0645,82.42,80,14,11.61,Clouds,few clouds
205,Baykit,RU,61.67,96.37,25.52,94,100,5.08,Clouds,overcast clouds
206,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,24.73,60,97,11.36,Clouds,overcast clouds
207,Belaya Gora,RU,68.5333,146.4167,2.25,100,100,3.02,Clouds,overcast clouds
208,Ilulissat,GL,69.2167,-51.1,23.02,80,100,5.75,Snow,light shower snow
209,Whitehorse,CA,60.7161,-135.0538,44.1,35,20,16.11,Clouds,few clouds
210,Zhezkazgan,KZ,47.8043,67.7144,52.12,63,10,9.26,Clear,clear sky
211,Kodiak,US,57.79,-152.4072,42.31,87,100,17.27,Clouds,overcast clouds
212,Senneterre,CA,48.3835,-77.2328,37.15,59,83,9.8,Clouds,broken clouds
213,Cherskiy,RU,68.75,161.3,18.9,95,99,6.82,Snow,light snow
214,Saskylakh,RU,71.9167,114.0833,-3.84,100,98,4.63,Clouds,overcast clouds
215,Kitui,KE,-1.367,38.0106,66.58,91,89,4.38,Rain,light rain
216,Viedma,AR,-40.8135,-62.9967,56.23,49,6,15.41,Clear,clear sky
217,Santa Rosa,PH,14.3122,121.1114,82.02,76,17,9.08,Clouds,few clouds
218,Lorengau,PG,-2.0226,147.2712,81.88,76,70,6.42,Clouds,broken clouds
219,Balsta,SE,59.5671,17.5278,45.28,71,8,9.78,Clear,clear sky
220,Kirkland Lake,CA,48.1446,-80.0377,41.29,28,99,5.53,Clouds,overcast clouds
221,Yenagoa,NG,4.9247,6.2642,78.31,89,98,6.53,Clouds,overcast clouds
222,Yulara,AU,-25.2406,130.9889,60.64,48,100,10.36,Clouds,overcast clouds
223,Mount Isa,AU,-20.7333,139.5,69.57,83,100,12.66,Clouds,overcast clouds
224,Iqaluit,CA,63.7506,-68.5145,13.73,61,100,5.75,Clouds,overcast clouds
225,Katsuura,JP,35.1333,140.3,62.44,87,76,10.42,Clouds,broken clouds
226,Raudeberg,NO,61.9875,5.1352,56.07,78,42,16.96,Clouds,scattered clouds
227,Melenki,RU,55.3343,41.6295,44.55,76,52,2.89,Clouds,broken clouds
228,Tianjin,CN,39.1422,117.1767,51.75,82,0,4.47,Clear,clear sky
229,Chicama,PE,-7.8447,-79.1469,63.14,67,68,9.95,Clouds,broken clouds
230,Kasongo-Lunda,CD,-6.4667,16.8167,71.04,97,100,0.18,Rain,moderate rain
231,Salalah,OM,17.0151,54.0924,82.49,78,20,4.61,Clouds,few clouds
232,Gravdal,NO,68.1214,13.5031,39.09,93,75,3.44,Clouds,broken clouds
233,Abong Mbang,CM,3.9833,13.1833,69.53,91,38,0.36,Rain,light rain
234,Stillwater,US,36.1156,-97.0584,79.56,64,100,28.77,Clouds,overcast clouds
235,Emba,KZ,48.8264,58.1442,51.21,80,74,16.89,Rain,light rain
236,Nongan,CN,44.382,125.1685,48.29,29,49,16.58,Clouds,scattered clouds
237,Cayenne,GF,4.9333,-52.3333,78.84,1,40,2.3,Rain,light rain
238,Ponta Delgada,PT,37.7333,-25.6667,57.92,58,75,10.36,Clouds,broken clouds
239,Voyvozh,RU,62.892,54.9635,27.23,92,100,4.54,Clouds,overcast clouds
240,Andapa,MG,-14.65,49.65,69.39,99,100,0.47,Clouds,overcast clouds
241,Beringovskiy,RU,63.05,179.3167,23.34,94,100,3.85,Clouds,overcast clouds
242,Atar,MR,20.5169,-13.0499,82.83,17,66,13.0,Clouds,broken clouds
243,Falmouth,GB,50.1544,-5.0711,56.3,76,75,17.27,Clouds,broken clouds
244,Mahebourg,MU,-20.4081,57.7,77.29,73,75,14.97,Clouds,broken clouds
245,Fare,PF,-16.7,-151.0167,79.09,79,73,13.8,Rain,moderate rain
246,Norman Wells,CA,65.282,-126.8329,24.84,46,0,12.66,Clear,clear sky
247,Muros,ES,42.7762,-9.0603,50.16,83,100,5.14,Clouds,overcast clouds
248,Kavaratti,IN,10.5669,72.642,84.52,71,97,3.36,Clouds,overcast clouds
249,Vitrolles,FR,43.46,5.2486,59.36,71,0,9.22,Clear,clear sky
250,Aklavik,CA,68.2191,-135.0107,21.07,87,100,17.76,Clouds,overcast clouds
251,Amposta,ES,40.7131,0.581,57.24,84,100,6.2,Clouds,overcast clouds
252,Hofn,IS,64.2539,-15.2082,45.14,84,12,3.76,Clouds,few clouds
253,Surt,LY,31.2089,16.5887,64.31,73,0,10.27,Clear,clear sky
254,Esmeralda,CU,21.8525,-78.1169,81.88,62,41,15.86,Clouds,scattered clouds
255,Ketchikan,US,55.3422,-131.6461,50.47,57,0,12.66,Clear,clear sky
256,Pangnirtung,CA,66.1451,-65.7125,10.4,79,0,3.44,Clear,clear sky
257,Namibe,AO,-15.1961,12.1522,72.34,83,68,2.98,Clouds,broken clouds
258,Montagnana,IT,45.2287,11.4635,56.41,83,96,4.43,Clouds,overcast clouds
259,Buenavista,PH,8.9769,125.4089,74.62,91,68,4.88,Clouds,broken clouds
260,Antalaha,MG,-14.9003,50.2788,74.64,92,92,4.99,Rain,light rain
261,Port Hedland,AU,-20.3167,118.5667,78.85,29,96,5.75,Clouds,overcast clouds
262,Kununurra,AU,-15.7667,128.7333,64.38,94,8,0.0,Clear,clear sky
263,Fukue,JP,32.6881,128.8419,64.89,87,100,9.53,Clouds,overcast clouds
264,Baruun-Urt,MN,46.6806,113.2792,45.55,49,100,18.52,Clouds,overcast clouds
265,Avera,US,33.194,-82.5271,82.54,48,3,5.19,Clear,clear sky
266,La Reforma,MX,25.0833,-108.05,83.41,48,47,13.98,Clouds,scattered clouds
267,Sorland,NO,67.667,12.6934,40.86,79,93,18.52,Clouds,overcast clouds
268,Chumikan,RU,54.7183,135.315,20.39,97,100,1.99,Clouds,overcast clouds
269,Biak,ID,-0.9131,122.8766,76.96,83,100,2.8,Clouds,overcast clouds
270,Vanimo,PG,-2.6741,141.3028,76.98,91,100,2.39,Rain,light rain
271,Humaita,BR,-7.5061,-63.0208,83.23,72,100,2.51,Clouds,overcast clouds
272,Samandag,TR,36.0842,35.9771,68.52,47,0,5.91,Clear,clear sky
273,Inverell,AU,-29.7833,151.1167,58.66,87,47,4.0,Clouds,scattered clouds
274,Padang,ID,-0.9492,100.3543,79.09,84,100,3.2,Clouds,overcast clouds
275,Gejiu,CN,23.306,103.1635,54.99,87,79,4.34,Clouds,broken clouds
276,Abha,SA,18.2164,42.5053,66.02,37,40,19.57,Rain,light rain
277,Okhotsk,RU,59.3833,143.3,24.62,87,97,2.53,Clouds,overcast clouds
278,Bereda,ES,43.2686,-7.5406,46.42,100,100,3.87,Clouds,overcast clouds
279,Sembakung,ID,3.8167,117.25,73.36,99,72,2.15,Clouds,broken clouds
280,High Level,CA,58.5169,-117.136,46.51,46,75,5.75,Clouds,broken clouds
281,Altay,CN,47.8667,88.1167,35.44,78,30,4.18,Clouds,scattered clouds
282,Tasiilaq,GL,65.6145,-37.6368,41.16,94,100,5.82,Clouds,overcast clouds
283,Ohara,JP,35.25,140.3833,60.71,88,59,4.56,Clouds,broken clouds
284,Serebryanyy Bor,RU,56.8,124.8,-2.92,99,100,0.89,Clouds,overcast clouds
285,Bosaso,SO,11.2842,49.1816,83.14,72,85,2.75,Clouds,overcast clouds
286,Thinadhoo,MV,0.5333,72.9333,84.43,74,100,12.33,Clouds,overcast clouds
287,Ballina,AU,-28.8667,153.5667,66.16,89,100,11.5,Clouds,overcast clouds
288,Ternate,ID,0.8,127.4,79.05,85,100,2.04,Rain,light rain
289,Ust-Tsilma,RU,65.441,52.1498,27.05,96,99,7.49,Snow,light snow
290,Twin Falls,US,42.3505,-114.6445,47.3,66,0,24.16,Clear,clear sky
291,Amnat Charoen,TH,15.9167,104.75,79.12,72,8,3.44,Clear,clear sky
292,Cadillac,US,44.2519,-85.4012,57.07,43,0,9.22,Clear,clear sky
293,Bayji,IQ,34.9311,43.487,72.43,11,0,7.14,Clear,clear sky
294,Mount Gambier,AU,-37.8333,140.7667,44.51,81,1,4.61,Clear,clear sky
295,Unai,BR,-16.3575,-46.9061,85.05,37,100,2.44,Clouds,overcast clouds
296,Kampene,CD,-3.6,26.6667,73.26,86,100,0.85,Clouds,overcast clouds
297,Alyangula,AU,-13.8483,136.4192,73.27,100,2,0.0,Clear,clear sky
298,Canatlan,MX,24.5167,-104.7833,87.31,10,9,2.55,Clear,clear sky
299,Roma,US,43.2128,-75.4557,57.38,48,20,11.99,Clouds,few clouds
300,Celestun,MX,20.8667,-90.4,85.26,62,2,20.78,Clear,clear sky
301,Boa Vista,BR,2.8197,-60.6733,85.98,62,40,8.05,Clouds,scattered clouds
302,Wangqing,CN,43.3218,129.7634,36.45,49,8,1.57,Clear,clear sky
303,Ancud,CL,-41.8697,-73.8203,53.22,89,100,17.05,Rain,light rain
304,Kiama,AU,-34.6833,150.8667,61.38,94,95,1.99,Clouds,overcast clouds
305,Frunze,UA,48.6686,38.7544,45.77,81,12,4.52,Clouds,few clouds
306,Puerto Ayora,EC,-0.7393,-90.3518,80.56,82,51,8.79,Clouds,broken clouds
307,Tiarei,PF,-17.5333,-149.3333,78.82,76,70,19.86,Rain,light rain
308,Onega,RU,63.9061,38.1404,33.08,96,100,9.57,Clouds,overcast clouds
309,Zhuhai,CN,22.2769,113.5678,78.85,100,40,8.05,Mist,mist
310,Maramba,TZ,-5.05,38.6167,65.34,93,100,0.65,Clouds,overcast clouds
311,Zapopan,MX,20.7167,-103.4,89.94,23,2,4.85,Clear,clear sky
312,Waddan,LY,29.1614,16.139,72.45,29,6,17.0,Clear,clear sky
